"Course Code","Course Name","Section","Faculty","Schedule","Room"
"CSE 1110","Introduction to Computer Systems","H","Hamudi Hasan Sonet","Wednesday 08:30-11:00 | 327 - Computer Lab","327 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","I","Asif Ahmed Utsa","Wednesday 11:11-13:40 | 327 - Computer Lab","327 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","J","Mohmmad Ali","Saturday 11:11-13:40 | 326 - Computer Lab","326 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","K","Abu Bakar Fahad","Tuesday 14:00-16:30 | 326 - Computer Lab","326 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","L","Mohmmad Ali","Tuesday 14:00-16:30 | 327 - Computer Lab","327 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","M","Sayeem Been Zaman","Saturday 08:30-11:00 | 326 - Computer Lab","326 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","N","Sahid Hossain Mustakim","Saturday 08:30-11:00 | 327 - Computer Lab","327 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","O","Md. Enamul Haque","Tuesday 11:11-13:40 | 326 - Computer Lab","326 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","P","Sayeem Been Zaman","Tuesday 14:00-16:30 | 422 - Computer Lab","422 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","Q","TBA","Tuesday 14:00-16:30 | 423 - Computer Lab","423 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","R","TBA","Tuesday 08:30-11:00 | 326 - Computer Lab","326 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","S","TBA","Saturday 08:30-11:00 | 423 - Computer Lab","423 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","T","Sayeem Been Zaman","Sunday 08:30-11:00 | 423 - Computer Lab","423 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","U","Sayeem Been Zaman","Tuesday 11:11-13:40 | 423 - Computer Lab","423 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","V","Md. Enamul Haque","Saturday 08:30-11:00 | 423 - Computer Lab","423 - Computer Lab"
"CSE 1110","Introduction to Computer Systems","W","Md. Tanvir Raihan","Sunday 14:00-16:30 | 423 - Computer Lab","423 - Computer Lab"
"EEE 2113","Electrical Circuits","A","Md. Abid Hossain","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 603","603"
"EEE 2113","Electrical Circuits","B","Fahim Hafiz","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 429","429"
"EEE 2113","Electrical Circuits","C","Md. Abid Hossain","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 605","605"
"EEE 2113","Electrical Circuits","D","Fahim Hafiz","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 604","604"
"EEE 2113","Electrical Circuits","E","Sajid Ahmed Chowdhury","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 601","601"
"EEE 2113","Electrical Circuits","F","Md. Abid Hossain","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 429","429"
"EEE 2113","Electrical Circuits","G","Imran Hossain","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 428","428"
"EEE 2113","Electrical Circuits","H","Fahim Hafiz","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 601","601"
"EEE 2113","Electrical Circuits","I","Sajid Ahmed Chowdhury","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 428","428"
"EEE 2113","Electrical Circuits","J","Sajid Ahmed Chowdhury","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 425","425"
"EEE 2113","Electrical Circuits","K","Imran Hossain","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 432","432"
"EEE 2113","Electrical Circuits","L","Imran Hossain","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 429","429"
"EEE 2123","Electronics","A","Taki Yashir","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 404","404"
"EEE 2123","Electronics","B","TBA","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 431","431"
"EEE 2123","Electronics","C","Taki Yashir","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 630","630"
"EEE 2123","Electronics","D","M. Fahmin Rahman","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 605","605"
"EEE 2123","Electronics","E","TBA","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 602","602"
"EEE 2123","Electronics","F","Taki Yashir","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 431","431"
"EEE 2123","Electronics","G","M. Fahmin Rahman","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 429","429"
"EEE 2123","Electronics","H","TBA","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 428","428"
"EEE 2123","Electronics","I","Abu Shafin Mohammad Mahdee Jameel","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 431","431"
"EEE 2123","Electronics","J","TBA","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 429","429"
"EEE 2123","Electronics","K","Abu Shafin Mohammad Mahdee Jameel","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 405","405"
"EEE 2123","Electronics","L","Abu Shafin Mohammad Mahdee Jameel","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 601","601"
"EEE 2124","Electronics Laboratory","A","M. Fahmin Rahman","Saturday 08:30-11:00 | 504 - Circuit Lab","504 - Circuit Lab"
"EEE 2124","Electronics Laboratory","B","Imran Hossain","Saturday 11:11-13:40 | 504 - Circuit Lab","504 - Circuit Lab"
"EEE 2124","Electronics Laboratory","C","Jerin Hasan Priya","Sunday 08:30-11:00 | 504 - Circuit Lab","504 - Circuit Lab"
"EEE 2124","Electronics Laboratory","D","Taki Yashir","Wednesday 11:11-13:40 | 504 - Circuit Lab","504 - Circuit Lab"
"EEE 2124","Electronics Laboratory","E","Noman Asif Aditya","Sunday 08:30-11:00 | 501 - Circuit Lab","501 - Circuit Lab"
"EEE 2124","Electronics Laboratory","F","Taki Yashir","Sunday 11:11-13:40 | 504 - Circuit Lab","504 - Circuit Lab"
"EEE 2124","Electronics Laboratory","G","Md. Abid Hossain","Wednesday 14:00-16:30 | 504 - Circuit Lab","504 - Circuit Lab"
"EEE 2124","Electronics Laboratory","H","Shahil Yasar Haque","Sunday 14:00-16:30 | 501 - Circuit Lab","501 - Circuit Lab"
"EEE 2124","Electronics Laboratory","I","M. Fahmin Rahman","Tuesday 08:30-11:00 | 504 - Circuit Lab","504 - Circuit Lab"
"EEE 2124","Electronics Laboratory","J","Jerin Hasan Priya","Tuesday 11:11-13:40 | 504 - Circuit Lab","504 - Circuit Lab"
"EEE 2124","Electronics Laboratory","K","Jerin Hasan Priya","Wednesday 11:11-13:40 | 501 - Circuit Lab","501 - Circuit Lab"
"EEE 2124","Electronics Laboratory","L","Shahil Yasar Haque","Wednesday 08:30-11:00 | 504 - Circuit Lab","504 - Circuit Lab"
"EEE 2124","Electronics Laboratory","M","Abu Bakar Fahad","Wednesday 11:11-13:40 | 825 - Digital Lab","825 - Digital Lab"
"EEE 2124","Electronics Laboratory","N","Shahil Yasar Haque","Saturday 14:00-16:30 | 501 - Circuit Lab","501 - Circuit Lab"
"EEE 2124","Electronics Laboratory","O","Imran Hossain","Tuesday 11:11-13:40 | 501 - Circuit Lab","501 - Circuit Lab"
"EEE 4261","Green Computing","A","Md. Motaharul Islam","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 432","432"
"EEE 4261","Green Computing","B","Md. Motaharul Islam","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 602","602"
"EEE 4261","Green Computing","C","Shahriar Mahmud","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 630","630"
"EEE 4261","Green Computing","D","Md. Motaharul Islam","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 431","431"
"EEE 4261","Green Computing","E","Shahriar Mahmud","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 603","603"
"EEE 4261","Green Computing","F","Syed Abu Ammar Muhammad Zarif","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 432","432"
"EEE 4261","Green Computing","G","Nahin F. Siddiqui","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 406","406"
"EEE 4261","Green Computing","H","Shahriar Mahmud","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 602","602"
"PHY 2105","Physics","A","S.M. Hasibul Hassan Rizvee","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 432","432"
"PHY 2105","Physics","B","Md. Asaduzzaman","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 803","803"
"PHY 2105","Physics","C","Md. Saiful Islam","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 601","601"
"PHY 2105","Physics","E","Rahil Afzal Nihal","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 805","805"
"PHY 2105","Physics","F","Md. Asaduzzaman","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 406","406"
"PHY 2105","Physics","G","Md. Nobir Hosen","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 702","702"
"PHY 2105","Physics","H","Sagar Dutta","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 703","703"
"PHY 2105","Physics","I","Rabeya Bakar Sarna","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 701","701"
"PHY 2105","Physics","J","S.M. Hasibul Hassan Rizvee","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 802","802"
"PHY 2105","Physics","K","Sagar Dutta","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 703","703"
"PHY 2105","Physics","L","Sagar Dutta","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 405","405"
"PHY 2105","Physics","M","Rabeya Bakar Sarna","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 805","805"
"PHY 2105","Physics","N","Md. Asaduzzaman","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 702","702"
"PHY 2105","Physics","O","Rahil Afzal Nihal","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 702","702"
"PHY 2105","Physics","P","Golam Mohammed Bhuiyan","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 404","404"
"PHY 2105","Physics","Q","Golam Mohammed Bhuiyan","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 802","802"
"PHY 2105","Physics","R","Md. Nobir Hosen","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 602","602"
"PHY 2106","Physics Laboratory","A","Md. Saiful Islam","Saturday 08:30-11:00 | 510 - Physics Lab","510 - Physics Lab"
"PHY 2106","Physics Laboratory","B","S.M. Hasibul Hassan Rizvee","Saturday 11:11-13:40 | 510 - Physics Lab","510 - Physics Lab"
"PHY 2106","Physics Laboratory","C","Sagar Dutta","Saturday 14:00-16:30 | 510 - Physics Lab","510 - Physics Lab"
"PHY 2106","Physics Laboratory","D","Rabeya Bakar Sarna","Saturday 14:00-16:30 | 704 - Physics Lab","704 - Physics Lab"
"PHY 2106","Physics Laboratory","E","Sagar Dutta","Sunday 08:30-11:00 | 510 - Physics Lab","510 - Physics Lab"
"PHY 2106","Physics Laboratory","F","Md. Saiful Islam","Sunday 11:11-13:40 | 510 - Physics Lab","510 - Physics Lab"
"PHY 2106","Physics Laboratory","G","Md. Saiful Islam","Wednesday 11:11-13:40 | 704 - Physics Lab","704 - Physics Lab"
"PHY 2106","Physics Laboratory","H","S.M. Hasibul Hassan Rizvee","Wednesday 14:00-16:30 | 510 - Physics Lab","510 - Physics Lab"
"PHY 2106","Physics Laboratory","I","Rabeya Bakar Sarna","Sunday 14:00-16:30 | 510 - Physics Lab","510 - Physics Lab"
"PHY 2106","Physics Laboratory","J","Md. Nobir Hosen","Sunday 08:30-11:00 | 704 - Physics Lab","704 - Physics Lab"
"PHY 2106","Physics Laboratory","K","Md. Nobir Hosen","Tuesday 08:30-11:00 | 510 - Physics Lab","510 - Physics Lab"
"PHY 2106","Physics Laboratory","L","Md. Saiful Islam","Tuesday 11:11-13:40 | 510 - Physics Lab","510 - Physics Lab"
"BIO 3105","Biology for Engineers","A","TBA","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 305","305"
"BIO 3105","Biology for Engineers","B","Hasin Anupama Azhari","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 306","306"
"BIO 3105","Biology for Engineers","C","Hasin Anupama Azhari","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 306","306"
"BIO 3105","Biology for Engineers","D","TBA","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 304","304"
"BIO 3105","Biology for Engineers","E","TBA","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 303","303"
"BIO 3105","Biology for Engineers","F","TBA","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 303","303"
"BIO 3105","Biology for Engineers","G","TBA","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 304","304"
"BIO 3105","Biology for Engineers","H","TBA","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 304","304"
"BIO 3105","Biology for Engineers","I","Mr. Md. Zubayer Alvi","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 304","304"
"BIO 3105","Biology for Engineers","J","Hasin Anupama Azhari","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 306","306"
"BIO 3105","Biology for Engineers","K","Muhammad Sibgatullah Zunnun","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 306","306"
"BIO 3105","Biology for Engineers","L","Mahir Amer Haque","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 305","305"
"BIO 3105","Biology for Engineers","M","TBA","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 304","304"
"BIO 3105","Biology for Engineers","N","Mahir Amer Haque","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 305","305"
"BIO 3105","Biology for Engineers","O","Mahir Amer Haque","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 305","305"
"PMG 4101","Project Management","A","Rizvan Jawad Ruhan","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 409","409"
"PMG 4101","Project Management","B","Md. Muhyminul Haque","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 409","409"
"PMG 4101","Project Management","C","Rizvan Jawad Ruhan","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 409","409"
"PMG 4101","Project Management","D","Md. Muhyminul Haque","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 803","803"
"PMG 4101","Project Management","E","Rizvan Jawad Ruhan","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 703","703"
"PMG 4101","Project Management","F","Md. Muhyminul Haque","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 703","703"
"PMG 4101","Project Management","G","Md. Muhyminul Haque","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 803","803"
"PMG 4101","Project Management","H","Syed Samin Sadaf","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 703","703"
"PMG 4101","Project Management","I","Syed Samin Sadaf","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 802","802"
"TEC 2499","Technology Entrepreneurship","A","TBA","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 711","711"
"MATH 1151","Fundamental Calculus","A","Al Amin Hossain","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 605","605"
"MATH 1151","Fundamental Calculus","AA","Muhaiminul Islam Adnan","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 604","604"
"MATH 1151","Fundamental Calculus","AB","MoRhn","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 605","605"
"MATH 1151","Fundamental Calculus","B","MUn","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 603","603"
"MATH 1151","Fundamental Calculus","C","AkAd","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 631","631"
"MATH 1151","Fundamental Calculus","D","MMeHn","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 630","630"
"MATH 1151","Fundamental Calculus","E","MoIm","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 603","603"
"MATH 1151","Fundamental Calculus","F","SIsm","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 605","605"
"MATH 1151","Fundamental Calculus","G","JG","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 631","631"
"MATH 1151","Fundamental Calculus","H","Al Amin Hossain","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 604","604"
"MATH 1151","Fundamental Calculus","I","TAKF","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 630","630"
"MATH 1151","Fundamental Calculus","J","MoRhn","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 701","701"
"MATH 1151","Fundamental Calculus","K","JAS","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 630","630"
"MATH 1151","Fundamental Calculus","L","JG","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 322","322"
"MATH 1151","Fundamental Calculus","M","Al Amin Hossain","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 702","702"
"MATH 1151","Fundamental Calculus","N","MdAsn","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 632","632"
"MATH 1151","Fundamental Calculus","O","TAKF","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 702","702"
"MATH 1151","Fundamental Calculus","P","AAS","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 631","631"
"MATH 1151","Fundamental Calculus","Q","MoRhn","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 703","703"
"MATH 1151","Fundamental Calculus","R","AAS","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 703","703"
"MATH 1151","Fundamental Calculus","T","MdAsn","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 323","323"
"MATH 1151","Fundamental Calculus","U","MMHC","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 410","410"
"MATH 1151","Fundamental Calculus","V","AAS","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 630","630"
"MATH 1151","Fundamental Calculus","W","MMHC","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 631","631"
"MATH 1151","Fundamental Calculus","X","MdAIm","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 703","703"
"MATH 1151","Fundamental Calculus","Y","MMHC","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 632","632"
"MATH 2183","Calculus and Linear Algebra","A","TBA","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 702","702"
"MATH 2183","Calculus and Linear Algebra","B","Muhaiminul Islam Adnan","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 701","701"
"MATH 2183","Calculus and Linear Algebra","C","Muhaiminul Islam Adnan","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 802","802"
"MATH 2183","Calculus and Linear Algebra","D","TBA","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 802","802"
"MATH 2183","Calculus and Linear Algebra","E","TBA","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 703","703"
"MATH 2183","Calculus and Linear Algebra","F","Nazia Shifa Mugdha","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 702","702"
"MATH 2183","Calculus and Linear Algebra","G","TBA","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 632","632"
"MATH 2183","Calculus and Linear Algebra","H","TBA","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 631","631"
"MATH 2183","Calculus and Linear Algebra","I","Ashek Ahmed","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 605","605"
"MATH 2183","Calculus and Linear Algebra","J","Nazmul Hasan","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 701","701"
"MATH 2183","Calculus and Linear Algebra","K","Jashodhan Saha","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 632","632"
"MATH 2201","Coordinate Geometry and Vector Analysis","A","MaTm","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 803","803"
"MATH 2201","Coordinate Geometry and Vector Analysis","B","Ashek Ahmed","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 703","703"
"MATH 2201","Coordinate Geometry and Vector Analysis","C","Nazmul Hasan","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 803","803"
"MATH 2201","Coordinate Geometry and Vector Analysis","D","Nazia Shifa Mugdha","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 803","803"
"MATH 2201","Coordinate Geometry and Vector Analysis","E","MaTm","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 630","630"
"MATH 2201","Coordinate Geometry and Vector Analysis","F","Md. Aminur Islam","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 425","425"
"MATH 2201","Coordinate Geometry and Vector Analysis","G","Nazmul Hasan","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 632","632"
"MATH 2201","Coordinate Geometry and Vector Analysis","H","Jashodhan Saha","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 630","630"
"MATH 2201","Coordinate Geometry and Vector Analysis","I","Muhaiminul Islam Adnan","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 702","702"
"MATH 2201","Coordinate Geometry and Vector Analysis","J","Md. Aminur Islam","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 701","701"
"MATH 2201","Coordinate Geometry and Vector Analysis","K","Muhaiminul Islam Adnan","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 631","631"
"MATH 2201","Coordinate Geometry and Vector Analysis","L","Md. Aminur Islam","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 701","701"
"MATH 2201","Coordinate Geometry and Vector Analysis","M","Nazmul Hasan","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 632","632"
"MATH 2201","Coordinate Geometry and Vector Analysis","N","Nazia Shifa Mugdha","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 428","428"
"MATH 2205","Probability and Statistics","A","Saidul Islam","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 429","429"
"MATH 2205","Probability and Statistics","B","Md. Moynul Islam","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 802","802"
"MATH 2205","Probability and Statistics","C","TBA","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 804","804"
"MATH 2205","Probability and Statistics","D","Jashodhan Saha","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 805","805"
"MATH 2205","Probability and Statistics","E","Nazmul Hasan","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 802","802"
"MATH 2205","Probability and Statistics","F","Md. Moynul Islam","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 431","431"
"MATH 2205","Probability and Statistics","G","Mahtab Uddin","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 701","701"
"MATH 2205","Probability and Statistics","H","Md. Mutasim Billah Kouser","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 702","702"
"MATH 2205","Probability and Statistics","I","TBA","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 631","631"
"MATH 2205","Probability and Statistics","J","Saidul Islam","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 702","702"
"MATH 2205","Probability and Statistics","K","Md. Mutasim Billah Kouser","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 402","402"
"MATH 2205","Probability and Statistics","M","Md. Moynul Islam","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 701","701"
"MATH 2205","Probability and Statistics","N","TBA","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 632","632"
"MATH 2205","Probability and Statistics","O","TBA","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 703","703"
"SOC 2101","Society, Environment and Engineering Ethics","A","TBA","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 804","804"
"SOC 2101","Society, Environment and Engineering Ethics","B","TBA","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 804","804"
"SOC 2101","Society, Environment and Engineering Ethics","C","TBA","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 804","804"
"SOC 2101","Society, Environment and Engineering Ethics","D","TBA","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 409","409"
"SOC 2101","Society, Environment and Engineering Ethics","E","TBA","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 804","804"
"SOC 2101","Society, Environment and Engineering Ethics","F","Md. Minhajul Islam","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 803","803"
"SOC 2101","Society, Environment and Engineering Ethics","G","Naima Ansar Khan","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 802","802"
"SOC 2101","Society, Environment and Engineering Ethics","H","Md. Minhajul Islam","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 804","804"
"SOC 2101","Society, Environment and Engineering Ethics","I","TBA","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 803","803"
"SOC 2101","Society, Environment and Engineering Ethics","J","Md. Minhajul Islam","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 802","802"
"SOC 2101","Society, Environment and Engineering Ethics","K","Nabila Sultana","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 803","803"
"SOC 2101","Society, Environment and Engineering Ethics","L","Nazmun Nahar Showmi","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 804","804"
"ECO 4101","Economics","A","Mohammad Ali Ashraf","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 603","603"
"ECO 4101","Economics","B","Tanzila Amir","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 432","432"
"ECO 4101","Economics","C","Tanzila Amir","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 604","604"
"ECO 4101","Economics","D","Sayeda Chandra Tabassum","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 602","602"
"ECO 4101","Economics","E","Tanzila Amir","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 425","425"
"ECO 4101","Economics","F","TBA","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 432","432"
"ECO 4101","Economics","G","Syed Mahbub Rahman","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 410","410"
"ECO 4101","Economics","H","Syed Mahbub Rahman","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 431","431"
"ACT 2111","Financial and Managerial Accounting","A","Ishrat Jahan","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 302","302"
"ACT 2111","Financial and Managerial Accounting","B","Shakila Aziz","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 302","302"
"ACT 2111","Financial and Managerial Accounting","C","Israt Jabin","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 302","302"
"ACT 2111","Financial and Managerial Accounting","D","Kazi Yousuf Hasan","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 302","302"
"ACT 2111","Financial and Managerial Accounting","E","Ishrat Jahan","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 302","302"
"ACT 2111","Financial and Managerial Accounting","F","Ishrat Jahan","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 302","302"
"ACT 2111","Financial and Managerial Accounting","G","Mohammad Amzad Hossain","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 302","302"
"ACT 2111","Financial and Managerial Accounting","H","Israt Jabin","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 302","302"
"IPE 3401","Industrial and Operational Management","A","TBA","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 632","632"
"IPE 3401","Industrial and Operational Management","B","TBA","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 604","604"
"IPE 3401","Industrial and Operational Management","C","TBA","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 702","702"
"IPE 3401","Industrial and Operational Management","D","TBA","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 701","701"
