"Course Code","Course Name","Section","Faculty","Schedule","Room"
"DS 4889","Machine Learning","BA","ARnA","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 602","602"
"DS 3881","Regression and Time Series Analysis","BA","Siana Rizwan","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 425","425"
"DS 3120","Technical Report Writing and Presentation","BA","JNM","Wednesday 14:00-16:30 | 426 - Computer Lab","426 - Computer Lab"
"DS 4211","Deep Learning","BA","Dewan Md. Farid","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 601","601"
"DS 4229","Data Warehousing","BA","Hafijul Hoque Chowdhury","Saturday 15:11-16:30 | Tuesday 15:11-16:30 | 402","402"
"DS 4123","Human Computer Interaction","BA","Nabila Sabrin Sworna","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 425","425"
"MATH 1153","Advanced Calculus","BA","TBA","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 632","632"
"MATH 1153","Advanced Calculus","BB","TBA","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 802","802"
"MATH 2107","Linear Algebra","BA","TBA","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 630","630"
"MATH 2107","Linear Algebra","BB","TBA","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 701","701"
"BIO 3107","Biology","BA","Fariha Yousuf Monia","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 306","306"
"BIO 3107","Biology","BB","TBA","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 305","305"
"BIO 3107","Biology","BC","Fariha Yousuf Monia","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 305","305"
"CSE 4511","Operating Systems and Scripting","BA","Azizur Rahman Anik","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 410","410"
"CSE 4511","Operating Systems and Scripting","BB","Azizur Rahman Anik","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 429","429"
"DS 4491","Machine Learning Systems Design","BA","AsAr","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 601","601"
"DS 4491","Machine Learning Systems Design","BB","AsAr","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 409","409"
