"Course Code","Course Name","Section","Faculty","Schedule","Room"
"CSE 1111","Structured Programming Language","A","Anika Tasnim Rodela","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 304","304"
"CSE 1111","Structured Programming Language","B","Anika Tasnim Rodela","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 304","304"
"CSE 1111","Structured Programming Language","C","Mohammad Nurul Huda","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 304","304"
"CSE 1111","Structured Programming Language","D","Shahil Yasar Haque","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 303","303"
"CSE 1111","Structured Programming Language","E","Hasan Sarwar","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 302","302"
"CSE 1111","Structured Programming Language","F","Anika Tasnim Rodela","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 305","305"
"CSE 1111","Structured Programming Language","G","Nusrat Jahan Tithi","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 302","302"
"CSE 1111","Structured Programming Language","H","Anika Tasnim Rodela","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 302","302"
"CSE 1111","Structured Programming Language","I","Nusrat Jahan Tithi","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 303","303"
"CSE 1111","Structured Programming Language","J","Faria Tabassum","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 304","304"
"CSE 1111","Structured Programming Language","K","Faria Tabassum","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 305","305"
"CSE 1112","Structured Programming Language Laboratory","A","Abu Bakar Fahad","Sunday 14:00-16:30 | 627 - Computer Lab","627 - Computer Lab"
"CSE 1112","Structured Programming Language Laboratory","B","Nabila Sabrin Sworna","Saturday 11:11-13:40 | 327 - Computer Lab","327 - Computer Lab"
"CSE 1112","Structured Programming Language Laboratory","C","Shahil Yasar Haque","Sunday 08:30-11:00 | 326 - Computer Lab","326 - Computer Lab"
"CSE 1112","Structured Programming Language Laboratory","D","Sahid Hossain Mustakim","Sunday 11:11-13:40 | 327 - Computer Lab","327 - Computer Lab"
"CSE 1112","Structured Programming Language Laboratory","E","Sidratul Tanzila Tasmi","Sunday 14:00-16:30 | 522 - Computer Lab","522 - Computer Lab"
"CSE 1112","Structured Programming Language Laboratory","F","Sayeem Been Zaman","Tuesday 08:30-11:00 | 327 - Computer Lab","327 - Computer Lab"
"CSE 1112","Structured Programming Language Laboratory","G","S M Jishanul Islam","Tuesday 11:11-13:40 | 327 - Computer Lab","327 - Computer Lab"
"CSE 1112","Structured Programming Language Laboratory","H","Nabila Sabrin Sworna","Tuesday 14:00-16:30 | 327 - Computer Lab","327 - Computer Lab"
"CSE 1112","Structured Programming Language Laboratory","I","Shahil Yasar Haque","Wednesday 11:11-13:40 | 327 - Computer Lab","327 - Computer Lab"
"CSE 1112","Structured Programming Language Laboratory","J","Sidratul Tanzila Tasmi","Wednesday 14:00-16:30 | 327 - Computer Lab","327 - Computer Lab"
"CSE 1115","Object Oriented Programming","A","Md. Romizul Islam","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 305","305"
"CSE 1115","Object Oriented Programming","B","Nusrat Jahan Tithi","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 305","305"
"CSE 1115","Object Oriented Programming","C","Ashraful Islam Paran","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 305","305"
"CSE 1115","Object Oriented Programming","D","Md. Romizul Islam","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 304","304"
"CSE 1115","Object Oriented Programming","E","Ashraful Islam Paran","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 306","306"
"CSE 1115","Object Oriented Programming","F","Mir Moynuddin Ahmed Shibly","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 303","303"
"CSE 1115","Object Oriented Programming","G","Rakibul Hasan Rafi","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 305","305"
"CSE 1115","Object Oriented Programming","H","Muhammad Anwarul Azim","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 306","306"
"CSE 1116","Object Oriented Programming Laboratory","A","Rakibul Hasan Rafi","Tuesday 08:30-11:00 | 422 - Computer Lab","422 - Computer Lab"
"CSE 1116","Object Oriented Programming Laboratory","B","Ashraful Islam Paran","Tuesday 14:00-16:30 | 422 - Computer Lab","422 - Computer Lab"
"CSE 1116","Object Oriented Programming Laboratory","C","Rakibul Hasan Rafi","Wednesday 08:30-11:00 | 326 - Computer Lab","326 - Computer Lab"
"CSE 1116","Object Oriented Programming Laboratory","D","Md. Romizul Islam","Sunday 11:11-13:40 | 528 - Computer Lab","528 - Computer Lab"
"CSE 1116","Object Oriented Programming Laboratory","E","Md. Romizul Islam","Wednesday 11:11-13:40 | 727 - Computer Lab","727 - Computer Lab"
"CSE 1116","Object Oriented Programming Laboratory","F","Ashraful Islam Paran","Sunday 14:00-16:30 | 523 - Computer Lab","523 - Computer Lab"
"CSE 4165","Web Programming","A","Md. Shadman Aadeeb","Saturday 08:30-11:00 | 626 - Computer Lab","626 - Computer Lab"
"CSE 4165","Web Programming","B","Rafid Nahiyan Farabi","Saturday 11:11-13:40 | 926 - Computer Lab","926 - Computer Lab"
"CSE 4165","Web Programming","C","Md. Shadman Aadeeb","Saturday 14:00-16:30 | 826 - Computer Lab","826 - Computer Lab"
"CSE 4165","Web Programming","D","Mahmudul Hasan","Sunday 08:30-11:00 | 727 - Computer Lab","727 - Computer Lab"
"CSE 4165","Web Programming","E","Sayem Shahad","Sunday 11:11-13:40 | 926 - Computer Lab","926 - Computer Lab"
"CSE 4165","Web Programming","F","Nahid Hossain","Sunday 14:00-16:30 | 426 - Computer Lab","426 - Computer Lab"
"CSE 4165","Web Programming","G","Sabah Ahmed","Sunday 08:30-11:00 | 826 - Computer Lab","826 - Computer Lab"
"CSE 4165","Web Programming","H","Pranta Biswas","Sunday 11:11-13:40 | 927 - Computer Lab","927 - Computer Lab"
"CSE 4165","Web Programming","I","Mahmudul Hasan","Sunday 14:00-16:30 | 423 - Computer Lab","423 - Computer Lab"
"CSE 4165","Web Programming","J","Md. Shadman Aadeeb","Tuesday 08:30-11:00 | 532 - Computer Lab","532 - Computer Lab"
"CSE 4165","Web Programming","K","Tasmia Binte Sogir","Tuesday 11:11-13:40 | 626 - Computer Lab","626 - Computer Lab"
"CSE 4165","Web Programming","L","Tasmia Binte Sogir","Tuesday 14:00-16:30 | 426 - Computer Lab","426 - Computer Lab"
"CSE 4165","Web Programming","M","Nahid Hossain","Tuesday 08:30-11:10 | 427 - Computer Lab","427 - Computer Lab"
"CSE 4165","Web Programming","N","Rafid Nahiyan Farabi","Tuesday 11:11-13:40 | 826 - Computer Lab","826 - Computer Lab"
"CSE 4165","Web Programming","O","Asif Abrar","Tuesday 14:00-16:30 | 529 - Computer Lab","529 - Computer Lab"
"CSE 4165","Web Programming","P","Pranta Biswas","Tuesday 11:11-13:40 | 827 - Computer Lab","827 - Computer Lab"
"CSE 4165","Web Programming","Q","Mahmudul Hasan","Wednesday 08:30-11:00 | 532 - Computer Lab","532 - Computer Lab"
"CSE 4165","Web Programming","R","Nahid Hossain","Wednesday 11:11-13:40 | 426 - Computer Lab","426 - Computer Lab"
"CSE 4165","Web Programming","S","Sabah Ahmed","Wednesday 14:00-16:30 | 627 - Computer Lab","627 - Computer Lab"
"CSE 4165","Web Programming","T","Sabah Ahmed","Wednesday 08:30-11:00 | 826 - Computer Lab","826 - Computer Lab"
"CSE 4165","Web Programming","U","Sayem Shahad","Wednesday 11:11-13:40 | 927 - Computer Lab","927 - Computer Lab"
"CSE 4165","Web Programming","V","Sayem Shahad","Wednesday 14:00-16:30 | 422 - Computer Lab","422 - Computer Lab"
"CSE 4165","Web Programming","W","Pranta Biswas","Wednesday 11:11-13:40 | 627 - Computer Lab","627 - Computer Lab"
"CSE 4181","Mobile Application Development","A","Kazi Abdun Noor","Sunday 08:30-11:00 | 827 - Computer Lab","827 - Computer Lab"
"CSE 4181","Mobile Application Development","B","Kazi Abdun Noor","Tuesday 11:11-13:40 | 926 - Computer Lab","926 - Computer Lab"
"CSE 4181","Mobile Application Development","C","Kazi Abdun Noor","Wednesday 14:00-16:30 | 926 - Computer Lab","926 - Computer Lab"
"CSE 1325","Digital Logic Design","A","Asnuva Tanvin","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 306","306"
"CSE 1325","Digital Logic Design","B","Tahsin Wahid","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 306","306"
"CSE 1325","Digital Logic Design","C","Asnuva Tanvin","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 306","306"
"CSE 1325","Digital Logic Design","D","Md. Muhaiminul Islam Nafi","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 305","305"
"CSE 1325","Digital Logic Design","E","Asnuva Tanvin","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 307","307"
"CSE 1325","Digital Logic Design","F","Md. Benzir Ahmed","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 304","304"
"CSE 1325","Digital Logic Design","G","Riasat Azim","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 303","303"
"CSE 1325","Digital Logic Design","H","Md. Muhaiminul Islam Nafi","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 304","304"
"CSE 1325","Digital Logic Design","I","Shahil Yasar Haque","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 306","306"
"CSE 1326","Digital Logic Design Laboratory","A","S M Jishanul Islam","Wednesday 11:11-13:40 | 508 - Digital Lab","508 - Digital Lab"
"CSE 1326","Digital Logic Design Laboratory","B","Sayeem Been Zaman","Saturday 11:11-13:40 | 508 - Digital Lab","508 - Digital Lab"
"CSE 1326","Digital Logic Design Laboratory","C","Asnuva Tanvin","Sunday 11:11-13:40 | 508 - Digital Lab","508 - Digital Lab"
"CSE 1326","Digital Logic Design Laboratory","D","Shahil Yasar Haque","Saturday 08:30-11:00 | 508 - Digital Lab","508 - Digital Lab"
"CSE 1326","Digital Logic Design Laboratory","E","Shahil Yasar Haque","Tuesday 14:00-16:30 | 508 - Digital Lab","508 - Digital Lab"
"CSE 1326","Digital Logic Design Laboratory","F","Miftahul Sheikh","Sunday 14:00-16:30 | 508 - Digital Lab","508 - Digital Lab"
"CSE 1326","Digital Logic Design Laboratory","G","Asnuva Tanvin","Wednesday 14:00-16:30 | 508 - Digital Lab","508 - Digital Lab"
"CSE 1326","Digital Logic Design Laboratory","H","Miftahul Sheikh","Tuesday 08:30-11:00 | 508 - Digital Lab","508 - Digital Lab"
"CSE 3313","Computer Architecture","A","Sidratul Tanzila Tasmi","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 324","324"
"CSE 3313","Computer Architecture","B","Shoib Ahmed Shourav","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 323","323"
"CSE 3313","Computer Architecture","C","Shoib Ahmed Shourav","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 323","323"
"CSE 3313","Computer Architecture","D","Shoib Ahmed Shourav","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 308","308"
"CSE 3313","Computer Architecture","E","Sidratul Tanzila Tasmi","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 309","309"
"CSE 3313","Computer Architecture","F","Shoib Ahmed Shourav","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 323","323"
"CSE 3313","Computer Architecture","G","Shoib Ahmed Shourav","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 322","322"
"CSE 3313","Computer Architecture","H","Humaira Anzum Neha","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 324","324"
"CSE 3313","Computer Architecture","I","Humaira Anzum Neha","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 325","325"
"CSE 4325","Microprocessors and Microcontrollers","A","Md. Shafqat Talukder","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 428","428"
"CSE 4325","Microprocessors and Microcontrollers","B","Md. Shafqat Talukder","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 410","410"
"CSE 4325","Microprocessors and Microcontrollers","C","Khandokar Md. Rahat Hossain","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 404","404"
"CSE 4325","Microprocessors and Microcontrollers","D","Md. Shafqat Talukder","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 402","402"
"CSE 4325","Microprocessors and Microcontrollers","E","Rafid Nahiyan Farabi","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 403","403"
"CSE 4325","Microprocessors and Microcontrollers","F","Arnab Bhattacharjee","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 404","404"
"CSE 4325","Microprocessors and Microcontrollers","G","Khandokar Md. Rahat Hossain","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 425","425"
"CSE 4325","Microprocessors and Microcontrollers","H","Arnab Bhattacharjee","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 403","403"
"CSE 4325","Microprocessors and Microcontrollers","I","Khandokar Md. Rahat Hossain","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 404","404"
"CSE 4326","Microprocessors and Microcontrollers Laboratory","A","Md. Shafqat Talukder","Saturday 08:30-11:00 | 505 - Circuit Lab","505 - Circuit Lab"
"CSE 4326","Microprocessors and Microcontrollers Laboratory","B","Arnab Bhattacharjee","Saturday 11:11-13:40 | 501 - Circuit Lab","501 - Circuit Lab"
"CSE 4326","Microprocessors and Microcontrollers Laboratory","C","Rafid Nahiyan Farabi","Sunday 08:30-11:00 | 501 - Circuit Lab","501 - Circuit Lab"
"CSE 4326","Microprocessors and Microcontrollers Laboratory","D","TBA","Sunday 11:11-13:40 | 501 - Circuit Lab","501 - Circuit Lab"
"CSE 4326","Microprocessors and Microcontrollers Laboratory","E","Md. Abid Hossain","Sunday 14:00-16:30 | 501 - Circuit Lab","501 - Circuit Lab"
"CSE 4326","Microprocessors and Microcontrollers Laboratory","F","Arnab Bhattacharjee","Tuesday 08:30-11:00 | 501 - Circuit Lab","501 - Circuit Lab"
"CSE 4326","Microprocessors and Microcontrollers Laboratory","G","Shekh. Md. Saifur Rahman","Tuesday 11:11-13:40 | 501 - Circuit Lab","501 - Circuit Lab"
"CSE 4326","Microprocessors and Microcontrollers Laboratory","H","Md. Shafqat Talukder","Tuesday 14:00-16:30 | 501 - Circuit Lab","501 - Circuit Lab"
"CSE 4326","Microprocessors and Microcontrollers Laboratory","I","Rafid Nahiyan Farabi","Wednesday 08:30-11:00 | 501 - Circuit Lab","501 - Circuit Lab"
"CSE 4326","Microprocessors and Microcontrollers Laboratory","J","TBA","Wednesday 11:11-13:40 | 501 - Circuit Lab","501 - Circuit Lab"
"CSE 4326","Microprocessors and Microcontrollers Laboratory","K","Fahim Hafiz","Wednesday 14:00-16:30 | 504 - Circuit Lab","504 - Circuit Lab"
"CSE 2213","Discrete Mathematics","A","Nusaiba Zaman Manifa","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 307","307"
"CSE 2213","Discrete Mathematics","B","Minhajul Bashir","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 307","307"
"CSE 2213","Discrete Mathematics","C","Minhajul Bashir","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 306","306"
"CSE 2213","Discrete Mathematics","D","Sidratul Tanzila Tasmi","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 303","303"
"CSE 2213","Discrete Mathematics","E","Rakib Ahsan","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 305","305"
"CSE 2213","Discrete Mathematics","F","Khushnur Binte Jahangir","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 304","304"
"CSE 2213","Discrete Mathematics","G","Rakib Ahsan","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 305","305"
"CSE 2213","Discrete Mathematics","H","Nusaiba Zaman Manifa","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 307","307"
"CSE 2213","Discrete Mathematics","I","Nusaiba Zaman Manifa","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 307","307"
"CSE 2215","Data Structure and Algorithms I","A","Mohammad Nurul Huda","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 308","308"
"CSE 2215","Data Structure and Algorithms I","B","Saqif Kaisar","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 308","308"
"CSE 2215","Data Structure and Algorithms I","C","Syed Samin Sadaf","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 308","308"
"CSE 2215","Data Structure and Algorithms I","D","Saqif Kaisar","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 307","307"
"CSE 2215","Data Structure and Algorithms I","E","Syed Samin Sadaf","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 304","304"
"CSE 2215","Data Structure and Algorithms I","F","Rubaiya Rahtin Khan","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 309","309"
"CSE 2215","Data Structure and Algorithms I","G","Sherajul Arifin","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 309","309"
"CSE 2215","Data Structure and Algorithms I","H","Miftahul Sheikh","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 309","309"
"CSE 2215","Data Structure and Algorithms I","I","Fairoz Anika","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 308","308"
"CSE 2215","Data Structure and Algorithms I","J","TBA","Tuesday 11:11-12:30 | Tuesday 12:31-13:50 | 410","410"
"CSE 2215","Data Structure and Algorithms I","K","Mohammad Nurul Huda","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 309","309"
"CSE 2215","Data Structure and Algorithms I","L","Rubaiya Rahtin Khan","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 306","306"
"CSE 2215","Data Structure and Algorithms I","M","Md. Enamul Haque","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 306","306"
"CSE 2215","Data Structure and Algorithms I","N","Rubaiya Rahtin Khan","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 306","306"
"CSE 2215","Data Structure and Algorithms I","O","Md. Enamul Haque","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 308","308"
"CSE 2215","Data Structure and Algorithms I","P","Sahid Hossain Mustakim","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 308","308"
"CSE 2215","Data Structure and Algorithms I","Q","Sayeem Been Zaman","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 307","307"
"CSE 2215","Data Structure and Algorithms I","R","Sayeem Been Zaman","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 307","307"
"CSE 2215","Data Structure and Algorithms I","S","TBA","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 305","305"
"CSE 2215","Data Structure and Algorithms I","T","Charles Aunkan Gomes","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 309","309"
"CSE 2216","Data Structure and Algorithms I Laboratory","A","Fairoz Anika","Saturday 08:30-11:00 | 426 - Computer Lab","426 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","B","Md. Mushfiqul Haque Omi","Saturday 11:11-13:40 | 426 - Computer Lab","426 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","C","Sherajul Arifin","Saturday 14:00-16:30 | 422 - Computer Lab","422 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","D","Didarul Islam Didar","Saturday 08:30-11:00 | 427 - Computer Lab","427 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","E","Md. Sajjad Hossain","Saturday 11:11-13:40 | 522 - Computer Lab","522 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","F","Farhan Anan Himu","Saturday 14:00-16:30 | 423 - Computer Lab","423 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","G","Saqif Kaisar","Sunday 08:30-11:00 | 327 - Computer Lab","327 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","H","Syed Samin Sadaf","Sunday 11:11-13:40 | 422 - Computer Lab","422 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","J","Md. Shadman Aadeeb","Sunday 08:30-11:00 | 422 - Computer Lab","422 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","K","Asif Ahmed Utsa","Sunday 11:11-13:40 | 423 - Computer Lab","423 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","L","Hafijul Hoque Chowdhury","Sunday 14:00-16:30 | 327 - Computer Lab","327 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","M","Sahid Hossain Mustakim","Tuesday 08:30-11:00 | 424 - Computer Lab","424 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","N","Sherajul Arifin","Tuesday 11:11-13:40 | 423 - Computer Lab","423 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","O","TBA","Saturday 08:30-11:00 | 529 - Computer Lab","529 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","P","Md. Sajjad Hossain","Tuesday 08:30-11:00 | 426 - Computer Lab","426 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","Q","Md. Mushfiqul Haque Omi","Tuesday 11:11-13:40 | 424 - Computer Lab","424 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","R","Sahid Hossain Mustakim","Tuesday 14:00-16:30 | 424 - Computer Lab","424 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","S","Saqif Kaisar","Wednesday 08:30-11:00 | 327 - Computer Lab","327 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","T","Syed Samin Sadaf","Wednesday 11:11-13:40 | 423 - Computer Lab","423 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","U","Md. Shadman Aadeeb","Wednesday 14:00-16:30 | 423 - Computer Lab","423 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","V","Md. Muhaiminul Islam Nafi","Wednesday 08:30-11:00 | 422 - Computer Lab","422 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","W","Asif Ahmed Utsa","Wednesday 11:11-13:40 | 424 - Computer Lab","424 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","X","Hafijul Hoque Chowdhury","Wednesday 14:00-16:30 | 424 - Computer Lab","424 - Computer Lab"
"CSE 2216","Data Structure and Algorithms I Laboratory","Y","Md. Siam","Saturday 11:11-13:40 | 927 - Computer Lab","927 - Computer Lab"
"CSE 2217","Data Structure and Algorithms II","A","Siana Rizwan","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 322","322"
"CSE 2217","Data Structure and Algorithms II","B","Raiyan Janik Monir","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 322","322"
"CSE 2217","Data Structure and Algorithms II","C","Tahmid Mosaddeque","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 401","401"
"CSE 2217","Data Structure and Algorithms II","D","Md. Tarek Hasan","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 309","309"
"CSE 2217","Data Structure and Algorithms II","E","Jerin Hasan Priya","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 305","305"
"CSE 2217","Data Structure and Algorithms II","F","Md. Zunaid-Ul-Alam","Saturday 08:30-09:50 | Tuesday 08:30-09:50 | 323","323"
"CSE 2217","Data Structure and Algorithms II","G","Tahia Hossain","Saturday 09:51-11:10 | Tuesday 09:51-11:10 | 323","323"
"CSE 2217","Data Structure and Algorithms II","H","Abu Bakar Fahad","Saturday 11:11-12:30 | Tuesday 11:11-12:30 | 324","324"
"CSE 2217","Data Structure and Algorithms II","I","Raiyan Janik Monir","Saturday 12:31-13:50 | Tuesday 12:31-13:50 | 322","322"
"CSE 2217","Data Structure and Algorithms II","J","Md. Zunaid-Ul-Alam","Saturday 13:51-15:10 | Tuesday 13:51-15:10 | 306","306"
"CSE 2217","Data Structure and Algorithms II","K","Umama Rahman","Sunday 08:30-09:50 | Wednesday 08:30-09:50 | 322","322"
"CSE 2217","Data Structure and Algorithms II","L","Md. Tarek Hasan","Sunday 09:51-11:10 | Wednesday 09:51-11:10 | 307","307"
"CSE 2217","Data Structure and Algorithms II","M","Siana Rizwan","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 308","308"
"CSE 2217","Data Structure and Algorithms II","N","TBA","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 308","308"
"CSE 2217","Data Structure and Algorithms II","O","Jerin Hasan Priya","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 322","322"
"CSE 2217","Data Structure and Algorithms II","P","Md. Zunaid-Ul-Alam","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 322","322"
"CSE 2217","Data Structure and Algorithms II","Q","Samin Sharaf Somik","Sunday 11:11-12:30 | Wednesday 11:11-12:30 | 309","309"
"CSE 2217","Data Structure and Algorithms II","R","TBA","Sunday 12:31-13:50 | Wednesday 12:31-13:50 | 309","309"
"CSE 2217","Data Structure and Algorithms II","S","Umama Rahman","Sunday 13:51-15:10 | Wednesday 13:51-15:10 | 323","323"
"CSE 2217","Data Structure and Algorithms II","T","Tahia Hossain","Sunday 15:11-16:30 | Wednesday 15:11-16:30 | 323","323"
"CSE 2218","Data Structure and Algorithms II Laboratory","A","Tasmia Binte Sogir","Saturday 08:30-11:00 | 522 - Computer Lab","522 - Computer Lab"
"CSE 2218","Data Structure and Algorithms II Laboratory","B","Humaira Anzum Neha","Saturday 11:11-13:40 | 326 - Computer Lab","326 - Computer Lab"
"CSE 2218","Data Structure and Algorithms II Laboratory","C","Umama Rahman","Saturday 14:00-16:30 | 424 - Computer Lab","424 - Computer Lab"
"CSE 2218","Data Structure and Algorithms II Laboratory","D","Pranta Biswas","Saturday 14:00-16:30 | 426 - Computer Lab","426 - Computer Lab"
"CSE 2218","Data Structure and Algorithms II Laboratory","E","Sayem Shahad","Saturday 11:11-13:40 | 528 - Computer Lab","528 - Computer Lab"
"CSE 2218","Data Structure and Algorithms II Laboratory","F","Nusaiba Zaman Manifa","Saturday 14:00-16:30 | 427 - Computer Lab","427 - Computer Lab"
"CSE 2218","Data Structure and Algorithms II Laboratory","G","Tahmid Mosaddeque","Sunday 08:30-11:00 | 423 - Computer Lab","423 - Computer Lab"
"CSE 2218","Data Structure and Algorithms II Laboratory","H","Tasmia Binte Sogir","Sunday 11:11-13:40 | 424 - Computer Lab","424 - Computer Lab"
"CSE 2218","Data Structure and Algorithms II Laboratory","I","Rizvan Jawad Ruhan","Sunday 14:00-16:30 | 422 - Computer Lab","422 - Computer Lab"
"CSE 2218","Data Structure and Algorithms II Laboratory","J","Md. Zunaid-Ul-Alam","Sunday 08:30-11:00 | 424 - Computer Lab","424 - Computer Lab"
"CSE 2218","Data Structure and Algorithms II Laboratory","K","Iftekharul Abedeen","Sunday 11:11-13:40 | 426 - Computer Lab","426 - Computer Lab"
"CSE 2218","Data Structure and Algorithms II Laboratory","M","Humaira Anzum Neha","Tuesday 08:30-11:00 | 522 - Computer Lab","522 - Computer Lab"
"CSE 2218","Data Structure and Algorithms II Laboratory","N","Sayem Shahad","Tuesday 11:11-13:40 | 427 - Computer Lab","427 - Computer Lab"
"CSE 2218","Data Structure and Algorithms II Laboratory","O","Umama Rahman","Tuesday 14:00-16:30 | 727 - Computer Lab","727 - Computer Lab"
"CSE 2218","Data Structure and Algorithms II Laboratory","P","Md. Enamul Haque","Tuesday 08:30-11:00 | 528 - Computer Lab","528 - Computer Lab"
"CSE 2218","Data Structure and Algorithms II Laboratory","Q","Nusaiba Zaman Manifa","Tuesday 11:11-13:40 | 426 - Computer Lab","426 - Computer Lab"
